# index, name, _pos
10513,7205,"array([2.0723402, 0.2685944])"
10514,3464,"array([2.011772 , 0.4781941])"
10515,10887,"array([2.1442189, 0.1540665])"
10516,8548,"array([2.08094524, 0.09532955])"
10517,7220,"array([1.85406676, 0.50187796])"
10518,7221,"array([2.14092969, 0.03877786])"
10519,7223,"array([2.34539945, 0.14788183])"
10520,8010,"array([2.44422556, 0.10466266])"
10521,10427,"array([2.08231657, 0.64422889])"
10522,7227,"array([1.98791872, 0.01075587])"
10523,7229,"array([2.33349069, 0.53782535])"
10524,7236,"array([1.953766 , 0.7065741])"
10525,3530,"array([1.89682528, 0.91630761])"
10526,7238,"array([ 2.26243708, -0.2555589 ])"
10527,7251,"array([1.775211, 0.324183])"
10528,3076,"array([1.91218437, 0.32645145])"
10529,1984,"array([1.9285773 , 0.50717447])"
10530,12354,"array([1.80831515, 0.21291447])"
10531,12382,"array([1.63962859, 0.50539813])"
10532,9448,"array([2.05990023, 0.39929767])"
10533,7258,"array([1.85537854, 0.7786624 ])"
10534,7263,"array([ 2.36361378, -0.28903963])"
10535,7270,"array([1.6290831 , 0.38352306])"
10536,7272,"array([2.79869838, 0.07889182])"
10537,7275,"array([1.52722677, 0.63168752])"
10538,10164,"array([1.61946814, 0.57142458])"
10539,1997,"array([1.91690963, 0.59170534])"
10540,3863,"array([1.91545024, 0.68302488])"
10541,644,"array([1.84027028, 0.26627717])"
10542,5268,"array([1.94956061, 0.55966765])"
10543,3485,"array([1.82678368, 0.61567716])"
10544,9217,"array([1.85493812, 0.32723613])"
10545,4689,"array([1.83837992, 0.51334795])"
10546,9870,"array([1.96256173, 0.49759568])"
10547,7444,"array([1.91025321, 0.27907482])"
10548,7893,"array([1.98229832, 0.20933551])"
10549,11281,"array([1.77393347, 0.33649167])"
10550,7298,"array([2.56360968, 0.55779334])"
10551,7299,"array([1.9188019, 0.6487411])"
10552,3434,"array([1.70897393, 0.35683571])"
10553,1189,"array([1.87482865, 0.16782494])"
10554,7304,"array([1.82469981, 0.3634722 ])"
10555,7306,"array([2.82480632, 0.15513352])"
10556,4235,"array([2.18934048, 0.77760654])"
10557,9366,"array([1.90594353, 0.1379031 ])"
10558,11948,"array([1.85902645, 0.06362851])"
10559,7315,"array([2.07683353, 0.41651825])"
10560,7316,"array([1.93502665, 0.15755408])"
10561,7317,"array([1.59039045, 0.47189375])"
10562,7323,"array([2.30478554, 0.41111752])"
10563,11880,"array([2.08476908, 0.32919523])"
10564,8973,"array([2.05062012, 0.38199744])"
10565,9235,"array([1.98023341, 0.16521802])"
10566,9092,"array([1.91390201, 0.20519348])"
10567,9893,"array([2.09719142, 0.26108444])"
10568,11794,"array([2.14475749, 0.31816249])"
10569,7550,"array([2.09798598, 0.35607591])"
10570,7966,"array([2.12984929, 0.37465435])"
10571,12345,"array([2.15743764, 0.45196628])"
10572,1972,"array([2.39345489, 0.55006295])"
10573,7331,"array([2.44705186, 0.42700278])"
10574,7336,"array([2.37441196, 0.42175337])"
10575,7339,"array([2.38738943, 0.42714866])"
10576,7341,"array([1.89893778, 0.54885979])"
10577,7342,"array([2.11802187, 0.2962359 ])"
10578,7343,"array([1.43798137, 0.32213562])"
10579,1526,"array([1.66608653, 0.32008355])"
10580,7345,"array([1.80963069, 0.11298571])"
10581,7353,"array([2.08043803, 0.5819915 ])"
10582,3057,"array([1.79665069, 0.09841437])"
10583,10635,"array([2.33443618, 0.47304961])"
10584,7372,"array([2.8131885 , 0.02789093])"
10585,8736,"array([1.90990866, 0.67415916])"
10586,11519,"array([1.8591989 , 0.33499687])"
10587,1021,"array([1.87736016, 0.65025128])"
10588,4463,"array([2.1156772 , 0.54174846])"
10589,8596,"array([1.95206985, 0.68263948])"
10590,4473,"array([1.99400504, 0.48336984])"
10591,11962,"array([1.79065576, 0.53157839])"
10592,6509,"array([1.9789531 , 0.70104975])"
10593,10023,"array([1.97074569, 0.67620875])"
10594,1697,"array([1.81896301, 0.35841626])"
10595,9453,"array([2.00236537, 0.69790771])"
10596,3152,"array([2.14433438, 0.57329443])"
10597,10659,"array([1.87344924, 0.61943276])"
10598,7377,"array([ 1.77742167, -0.2864997 ])"
10599,7378,"array([2.28786439, 0.13675919])"
10600,3393,"array([1.96866934, 0.16309537])"
10601,7384,"array([ 2.13496709, -0.0211194 ])"
10602,7387,"array([2.37935019, 0.48276875])"
10603,7388,"array([2.27023857, 0.43263247])"
10604,7390,"array([1.73807263, 0.55100397])"
10605,7393,"array([2.06757193, 0.502921  ])"
10606,9392,"array([1.9988287 , 0.45271665])"
10607,11853,"array([2.00528606, 0.44042564])"
10608,7397,"array([1.91181341, 0.62880007])"
10609,12015,"array([1.76670066, 0.28853934])"
10610,9007,"array([1.91851986, 0.47443006])"
10611,10771,"array([ 1.97989462, -0.00557207])"
10612,11240,"array([ 2.15533416, -0.1099837 ])"
10613,7413,"array([2.17004572, 0.56242278])"
10614,7416,"array([2.64402725, 0.60507132])"
10615,11284,"array([2.49700899, 0.4624131 ])"
10616,7428,"array([2.19614806, 0.50491069])"
10617,1024,"array([1.82892236, 0.19284631])"
10618,743,"array([2.09509899, 0.60854101])"
10619,7436,"array([1.95581229, 0.19487178])"
10620,7438,"array([1.80404776, 0.54620623])"
10621,9215,"array([1.59032288, 0.66608268])"
10622,6631,"array([1.60658374, 0.68433557])"
10623,7450,"array([2.53447046, 0.56786053])"
10624,10518,"array([2.39243861, 0.69628625])"
10625,11070,"array([2.40334812, 0.68540104])"
10626,12596,"array([2.38499076, 0.68353389])"
10627,7457,"array([1.9558128 , 0.54011783])"
10628,7458,"array([2.18057146, 0.58617236])"
10629,7463,"array([2.5893362 , 0.55968991])"
10630,7464,"array([2.17659484, 0.53636017])"
10631,8831,"array([ 2.0404177 , -0.19270326])"
10632,10869,"array([ 2.06074954, -0.20240808])"
10633,7466,"array([2.09689898, 0.42464755])"
10634,1465,"array([ 1.80638043, -0.12369329])"
10635,7480,"array([2.35908515, 0.50889406])"
10636,7482,"array([2.30250718, 0.03028714])"
10637,7483,"array([1.69857866, 0.3806702 ])"
10638,7486,"array([1.8072682, 0.1009507])"
10639,7490,"array([1.98045645, 0.64631646])"
10640,7491,"array([2.55898273, 0.58435723])"
10641,7503,"array([ 2.16480016, -0.02417667])"
10642,4085,"array([2.11082844, 0.6955474 ])"
10643,12026,"array([ 2.37112735, -0.57397622])"
10644,10321,"array([ 2.33064134, -0.57721483])"
10645,7517,"array([2.75652779, 0.44345663])"
10646,7519,"array([ 2.63089336, -0.41965225])"
10647,6772,"array([1.80728382, 0.97892224])"
10648,7527,"array([2.04120269, 0.47066466])"
10649,7529,"array([ 1.74299963, -0.11052033])"
10650,7531,"array([1.88166448, 0.2619503 ])"
10651,7532,"array([ 2.51133404, -0.30765446])"
10652,7539,"array([2.20831326, 0.56400869])"
10653,7546,"array([2.37497353, 0.3707838 ])"
10654,7560,"array([1.9299996 , 0.66400961])"
10655,7564,"array([2.29740226, 0.74418585])"
10656,7570,"array([ 2.29826478, -0.1372296 ])"
10657,10378,"array([ 2.58383099, -0.39524371])"
10658,12044,"array([ 2.5040936 , -0.35993829])"
10659,11172,"array([ 2.62175607, -0.37525855])"
10660,579,"array([2.46515118, 0.80348234])"
10661,7587,"array([2.06169582, 0.16821703])"
10662,1233,"array([1.80034547, 0.24043943])"
10663,11248,"array([1.77688104, 0.29140085])"
10664,509,"array([1.61201248, 0.38924436])"
10665,4921,"array([1.61100958, 0.37290531])"
10666,7596,"array([ 2.12143353, -0.17970762])"
10667,1550,"array([1.82176335, 0.53157416])"
10668,12091,"array([1.80302916, 0.61031723])"
10669,5790,"array([1.77385998, 0.57655458])"
10670,9907,"array([2.04298042, 0.4089995 ])"
10671,7605,"array([1.74812464, 0.70611501])"
10672,7606,"array([2.05134199, 0.31618821])"
10673,7609,"array([2.1985459 , 0.03403034])"
10674,7620,"array([1.96369168, 0.10143748])"
10675,7628,"array([ 2.24141992, -0.12389566])"
10676,7633,"array([1.92163748, 0.00287147])"
10677,7634,"array([2.81586482, 0.20803269])"
10678,7638,"array([2.82471257, 0.10367528])"
10679,12601,"array([1.83734656, 0.36072212])"
10680,7652,"array([2.06743196, 0.72380307])"
10681,7654,"array([2.13854078, 0.33855126])"
10682,7655,"array([2.39109325, 0.62075   ])"
10683,7664,"array([ 2.20500598, -0.12259146])"
10684,7665,"array([ 2.30526896, -0.02201224])"
10685,7666,"array([1.88032198, 0.27891001])"
10686,7667,"array([ 2.18127231, -0.24802185])"
10687,7669,"array([2.2242675 , 0.46938332])"
10688,7670,"array([ 2.29085977, -0.36811096])"
10689,7677,"array([1.70332557, 0.4602245 ])"
10690,7689,"array([2.47483313, 0.38210078])"
10691,7695,"array([ 1.75930789, -0.16833852])"
10692,12430,"array([2.07109659, 0.85964228])"
10693,12232,"array([2.07650087, 0.59388169])"
10694,3919,"array([2.08951274, 0.85442796])"
10695,7698,"array([ 2.38917598, -0.34378492])"
10696,7707,"array([ 1.82539863, -0.00649806])"
10697,7722,"array([2.38720512, 0.47333457])"
10698,7724,"array([ 2.03184959, -0.12384168])"
10699,7844,"array([ 2.02246338, -0.15887538])"
10700,7732,"array([2.43066909, 0.36565486])"
10701,7734,"array([2.43296624, 0.61296177])"
10702,7743,"array([1.78040074, 0.36045188])"
10703,7744,"array([ 2.64749955, -0.41746156])"
10704,7745,"array([ 2.66450678, -0.1767577 ])"
10705,7756,"array([1.57166742, 0.37963164])"
10706,7757,"array([1.9864128 , 0.44803175])"
10707,7763,"array([2.07603502, 0.07175186])"
10708,7769,"array([2.44049213, 0.89835052])"
10709,11714,"array([2.41768167, 0.93951486])"
10710,12619,"array([2.44218689, 0.92853505])"
10711,3814,"array([2.35478951, 0.69253604])"
10712,8640,"array([1.98588347, 0.60407942])"
10713,8459,"array([ 2.18396894, -0.12363682])"
10714,7783,"array([2.02216494, 0.56116099])"
10715,7784,"array([2.0281576 , 0.56873802])"
10716,7787,"array([ 1.90362361, -0.16054251])"
10717,7790,"array([1.83641824, 0.19865833])"
10718,7791,"array([2.29069734, 0.45471163])"
10719,7792,"array([2.46727701, 0.25631782])"
10720,11775,"array([2.47211373, 0.4284086 ])"
10721,8980,"array([2.0717479 , 0.55147728])"
10722,8559,"array([2.09917441, 0.66549319])"
10723,1307,"array([1.71693665, 0.35441716])"
10724,7812,"array([1.58164003, 0.54336285])"
10725,12017,"array([2.291279  , 0.10578088])"
10726,7819,"array([1.97811514, 0.72865424])"
10727,7820,"array([ 2.70616224, -0.1716909 ])"
10728,7822,"array([1.53062014, 0.40483316])"
10729,7824,"array([ 1.95184425, -0.1418067 ])"
10730,7826,"array([1.86319026, 0.6972677 ])"
10731,7828,"array([2.45924243, 0.5248958 ])"
10732,7831,"array([2.24814714, 0.57866547])"
10733,7836,"array([1.83104605, 0.31664839])"
10734,7837,"array([ 2.00960029, -0.00947969])"
10735,652,"array([ 2.09280825, -0.17011994])"
10736,119,"array([ 2.20402459, -0.19735075])"
10737,11878,"array([1.97577089, 0.08564112])"
10738,7842,"array([1.47011008, 0.32198797])"
10739,7846,"array([2.00913938, 0.77928909])"
10740,7847,"array([ 1.91399982, -0.02884197])"
10741,7853,"array([ 2.05895597, -0.22551608])"
10742,8322,"array([1.84790574, 0.63461386])"
10743,7860,"array([1.90252731, 0.41743114])"
10744,3387,"array([1.49098513, 0.24146212])"
10745,7866,"array([2.82464706, 0.03347986])"
10746,7867,"array([ 2.11902369, -0.22391192])"
10747,7869,"array([2.11400276, 0.52132399])"
10748,7871,"array([2.30426205, 0.60437095])"
10749,7992,"array([2.21681265, 0.02016107])"
10750,11461,"array([ 2.09795636, -0.01371131])"
10751,3999,"array([ 1.96293465, -0.15043934])"
10752,12240,"array([1.96012852, 0.04579872])"
10753,9313,"array([ 1.90527232, -0.13638464])"
10754,1692,"array([1.89280702, 0.21521559])"
10755,2814,"array([1.98058429, 0.05387334])"
10756,7880,"array([2.10448613, 0.52477481])"
10757,7885,"array([2.00607375, 0.00479479])"
10758,11376,"array([1.82985834, 0.21369367])"
10759,6715,"array([2.11723109, 0.6048953 ])"
10760,2253,"array([1.9450505 , 0.12502178])"
10761,7900,"array([1.84232488, 0.5512721 ])"
10762,7906,"array([1.79086228, 0.57619551])"
10763,7907,"array([2.30842915, 0.36152675])"
10764,11238,"array([2.43612168, 0.62729466])"
10765,11270,"array([2.44945113, 0.62331032])"
10766,7917,"array([2.19446837, 0.27870755])"
10767,7918,"array([2.4006139 , 0.66957228])"
10768,7920,"array([2.34381942, 0.21196947])"
10769,8225,"array([1.75781238, 0.3514571 ])"
10770,11227,"array([1.77430116, 0.27991133])"
10771,10408,"array([1.8778636, 0.2691202])"
10772,12333,"array([ 1.79598765, -0.26221829])"
10773,7935,"array([ 1.95420348, -0.00748832])"
10774,7938,"array([ 1.82183324, -0.08463454])"
10775,11575,"array([ 1.64683895, -0.22380636])"
10776,7940,"array([1.81707121, 0.51978891])"
10777,7949,"array([2.37246065, 0.55898315])"
10778,7950,"array([1.93034326, 0.42345177])"
10779,7951,"array([2.52607977, 0.35055465])"
10780,7953,"array([2.04797001, 0.00782803])"
10781,11242,"array([2.70031171, 0.37947937])"
10782,7979,"array([1.93884576, 0.4602545 ])"
10783,7985,"array([ 1.76592186, -0.11156474])"
10784,7990,"array([ 2.28448614, -0.08586745])"
10785,7995,"array([1.81600752, 0.38966257])"
10786,8988,"array([ 2.28332854, -0.2167144 ])"
10787,8024,"array([1.8157056 , 0.10770703])"
10788,9340,"array([1.86550226, 0.2651671 ])"
10789,9051,"array([1.90985423, 0.39602747])"
10790,11620,"array([1.90372449, 0.25591814])"
10791,8028,"array([2.45191831, 0.48438395])"
10792,8029,"array([2.37153749, 0.4687863 ])"
10793,477,"array([2.33449361, 0.82578346])"
10794,8035,"array([2.03081923, 0.38502261])"
10795,8037,"array([ 2.05832088, -0.11261888])"
10796,8040,"array([2.3572463 , 0.04095817])"
10797,12073,"array([2.09815752, 0.06820084])"
10798,3000,"array([1.84281601, 0.0987786 ])"
10799,5410,"array([1.85294712, 0.31479889])"
10800,3432,"array([1.87598872, 0.01247415])"
10801,1557,"array([ 1.93139576, -0.01945928])"
10802,10129,"array([ 2.07404526, -0.07757108])"
10803,4432,"array([1.84640778, 0.1465594 ])"
10804,2598,"array([2.14213442, 0.54188814])"
10805,12109,"array([2.1427177 , 0.53281741])"
10806,12108,"array([1.82840328, 0.15817463])"
10807,2611,"array([1.87790716, 0.13374883])"
10808,3872,"array([2.13215076, 0.54597128])"
10809,421,"array([1.86298286, 0.02785403])"
10810,8009,"array([1.86665865, 0.15120935])"
10811,1209,"array([1.94184296, 0.28654607])"
10812,8602,"array([2.06715967, 0.36138606])"
10813,6764,"array([1.93908033, 0.14440298])"
10814,12125,"array([1.83117953, 0.12883618])"
10815,5073,"array([2.07508062, 0.54254321])"
10816,12128,"array([1.87150134, 0.11397711])"
10817,1362,"array([1.86226592, 0.04415446])"
10818,12080,"array([1.89810694, 0.49411239])"
10819,4859,"array([1.7983798 , 0.28224172])"
10820,12633,"array([1.93705318, 0.2109602 ])"
10821,3084,"array([2.06242884, 0.56993707])"
10822,1252,"array([1.89945419, 0.0297573 ])"
10823,11952,"array([1.83932744, 0.07799815])"
10824,6088,"array([1.87706511, 0.10087585])"
10825,8816,"array([2.13123468, 0.55578433])"
10826,10584,"array([1.85930099, 0.01232172])"
10827,9799,"array([2.01348614, 0.40497421])"
10828,11496,"array([1.82794096, 0.06392588])"
10829,4464,"array([1.80019409, 0.16912214])"
10830,7630,"array([1.97462066, 0.51563439])"
10831,12540,"array([1.8677534 , 0.01846312])"
10832,6627,"array([2.1714518 , 0.55290079])"
10833,11776,"array([ 1.91797881, -0.02061633])"
10834,6515,"array([1.85526531, 0.03418556])"
10835,10207,"array([ 1.9886459 , -0.05294092])"
10836,4535,"array([1.85887125, 0.07481181])"
10837,4120,"array([1.97081906, 0.07767904])"
10838,7895,"array([1.88342778, 0.08003611])"
10839,9940,"array([2.10577829, 0.55088935])"
10840,907,"array([1.83734634, 0.11378467])"
10841,6141,"array([1.86884384, 0.03883474])"
10842,9289,"array([1.86628198, 0.00437024])"
10843,4150,"array([2.08021085, 0.51398926])"
10844,2525,"array([1.84426529, 0.02654291])"
10845,8673,"array([1.91308874, 0.25302232])"
10846,4244,"array([1.88332779, 0.09337667])"
10847,9507,"array([2.19486117, 0.53475071])"
10848,7755,"array([1.8643545 , 0.14290326])"
10849,11013,"array([ 1.94260553, -0.02994621])"
10850,9475,"array([1.86513576, 0.05421296])"
10851,9103,"array([1.89072685, 0.13317828])"
10852,10065,"array([2.009394  , 0.30760668])"
10853,546,"array([1.80127222, 0.15890937])"
10854,1139,"array([1.84264752, 0.05924311])"
10855,5457,"array([1.79671876, 0.19074523])"
10856,9041,"array([2.23258586, 0.52436587])"
10857,9792,"array([1.8226493, 0.1374828])"
10858,10082,"array([1.85311601, 0.43139561])"
10859,10280,"array([2.090286  , 0.55741373])"
10860,11905,"array([2.16263551, 0.54800808])"
10861,11465,"array([1.86955133, 0.13305849])"
10862,12187,"array([2.36117068, 0.21184601])"
10863,165,"array([2.14778286, 0.5256673 ])"
10864,1840,"array([ 1.87629184e+00, -7.53263353e-04])"
10865,9136,"array([1.85124393, 0.0432155 ])"
10866,4597,"array([2.17182009, 0.51055658])"
10867,4416,"array([2.10526084, 0.57491072])"
10868,1164,"array([1.85148628, 0.08308247])"
10869,8052,"array([1.71803919, 0.38425861])"
10870,10740,"array([2.16009427, 0.49335329])"
10871,8058,"array([2.14193397, 0.74340098])"
10872,8061,"array([1.75926199, 0.2164853 ])"
10873,8064,"array([2.30158134, 0.43576084])"
10874,8066,"array([2.02416633, 0.24844288])"
10875,11340,"array([2.24451245, 0.80570209])"
10876,9694,"array([1.614445 , 0.7217907])"
10877,8086,"array([2.50526033, 0.38093631])"
10878,8573,"array([1.98609495, 0.30238246])"
10879,5373,"array([1.72385698, 0.26681418])"
10880,9608,"array([ 1.99343388, -0.02152207])"
10881,11920,"array([ 2.08630052, -0.15921785])"
10882,9320,"array([2.4402006 , 0.15818331])"
10883,8095,"array([1.2891259 , 0.73324608])"
10884,8097,"array([1.94580654, 0.23218961])"
10885,11971,"array([2.21392519, 0.35827389])"
10886,8944,"array([ 2.117561  , -0.03698896])"
10887,682,"array([1.75480735, 0.50621982])"
10888,4848,"array([1.87147801, 0.07407222])"
10889,8125,"array([ 2.81926834, -0.20898469])"
10890,8126,"array([2.58026192, 0.4388872 ])"
10891,8128,"array([1.80601746, 0.32338878])"
10892,10699,"array([2.41654849, 0.63239552])"
10893,11224,"array([2.38882339, 0.64196597])"
10894,10875,"array([2.3813202 , 0.63009852])"
10895,11505,"array([2.3943901 , 0.63186063])"
10896,10531,"array([2.40541739, 0.62626537])"
10897,12626,"array([2.42375302, 0.62219134])"
10898,11954,"array([2.41259976, 0.60637379])"
10899,8729,"array([2.43958351, 0.60243342])"
10900,8519,"array([ 2.89761632, -0.13813132])"
10901,8142,"array([1.54832515, 0.52822752])"
10902,8144,"array([1.8918494 , 0.61734461])"
10903,8146,"array([2.1724034 , 0.44981581])"
10904,8149,"array([ 1.86219892, -0.57268819])"
10905,10744,"array([ 1.81192592, -0.67296167])"
10906,8152,"array([2.44126994, 0.44285057])"
10907,8159,"array([1.72564127, 0.39875239])"
10908,3024,"array([1.54221123, 0.38911152])"
10909,8164,"array([1.99555518, 0.54482433])"
10910,6799,"array([1.89986088, 0.01955065])"
10911,9783,"array([2.37645448, 0.03084727])"
10912,8174,"array([1.82274483, 0.1130585 ])"
10913,9656,"array([2.01958227, 0.74122081])"
10914,8182,"array([2.21714548, 0.03090814])"
10915,8187,"array([1.92019487, 0.14659943])"
10916,9438,"array([ 2.30767004, -0.36762567])"
10917,9099,"array([ 2.2999904 , -0.19665146])"
10918,9706,"array([ 2.31194922, -0.01718356])"
10919,8198,"array([ 2.27785911, -0.23665806])"
10920,8200,"array([1.99511499, 0.01759226])"
10921,8415,"array([2.43609691, 0.77698063])"
10922,10381,"array([2.46622473, 0.77302069])"
10923,11601,"array([2.45067348, 0.7743725 ])"
10924,8207,"array([2.12668467, 0.340101  ])"
10925,10769,"array([ 2.19898106, -0.10693783])"
10926,11670,"array([1.96973927, 0.63360633])"
10927,10627,"array([2.05994143, 0.5987553 ])"
10928,8217,"array([1.88393966, 0.31168688])"
10929,8218,"array([2.10721793, 0.03940436])"
10930,2528,"array([ 1.83522375, -0.22783636])"
10931,8220,"array([1.9785565 , 0.13329796])"
10932,8231,"array([2.19537564, 0.44287999])"
10933,8233,"array([2.40681466, 0.56758219])"
10934,8234,"array([1.78050793, 0.39164517])"
10935,8235,"array([1.85514505, 0.23611066])"
10936,8236,"array([1.95420625, 0.00878395])"
10937,8244,"array([2.27989929e+00, 9.77006767e-04])"
10938,8250,"array([1.91696213, 0.10029784])"
10939,10983,"array([2.23479617, 0.54238314])"
10940,8273,"array([1.8268604 , 0.49254289])"
10941,8280,"array([2.3132511 , 0.47830316])"
10942,8281,"array([2.134936  , 0.70764044])"
10943,8282,"array([2.04651438, 0.47787525])"
10944,4146,"array([1.77728663, 0.16180823])"
10945,4264,"array([2.28213007, 0.65114828])"
10946,6305,"array([2.33636468, 0.62177511])"
10947,3320,"array([2.10839895, 0.7439073 ])"
10948,6890,"array([2.10661795, 0.72277786])"
10949,4277,"array([2.12197476, 0.727041  ])"
10950,9233,"array([2.10313356, 0.13440349])"
10951,1970,"array([2.38242101, 0.49477225])"
10952,85,"array([2.2060723, 0.5418568])"
10953,4395,"array([2.07774441, 0.02545757])"
10954,4595,"array([1.95119888e+00, 1.28131707e-03])"
10955,8311,"array([2.05450051, 0.74018821])"
10956,9352,"array([2.11892396, 0.00744685])"
10957,8328,"array([2.10191545, 0.3090379 ])"
10958,8331,"array([2.44057022, 0.12516152])"
10959,8338,"array([2.06496703, 0.19762166])"
10960,8340,"array([ 2.29111222, -0.15114879])"
10961,8347,"array([2.21333272, 0.73602278])"
10962,8352,"array([2.27944958, 0.48955636])"
10963,8360,"array([1.96195531, 0.9450827 ])"
10964,8379,"array([2.16675673, 0.39920422])"
10965,9856,"array([ 2.07630577, -0.01831267])"
10966,9114,"array([ 2.15648172, -0.03174526])"
10967,9510,"array([1.99462851, 0.10427347])"
10968,8363,"array([ 2.46573578, -0.31055809])"
10969,8376,"array([1.81159096, 0.24373472])"
10970,12163,"array([2.19555126, 0.37692959])"
10971,4941,"array([ 2.25727576, -0.52166923])"
10972,699,"array([ 2.23274008, -0.52365626])"
10973,8689,"array([1.80063841, 0.30930738])"
10974,7111,"array([1.60819011, 0.5124601 ])"
10975,12217,"array([1.63300118, 0.56574566])"
10976,5151,"array([1.65787638, 0.57441152])"
10977,8386,"array([2.08948644, 0.4262101 ])"
10978,8391,"array([ 2.23434726, -0.14141875])"
10979,9582,"array([2.10575793, 0.42538251])"
10980,11599,"array([2.11640161, 0.39912609])"
10981,8396,"array([2.42335383, 0.39214431])"
10982,11678,"array([ 2.47873516, -0.43152944])"
10983,8402,"array([1.98668827, 0.50764118])"
10984,8403,"array([2.2969372 , 0.02559499])"
10985,8408,"array([1.9391002 , 0.44241125])"
10986,2054,"array([2.00907917, 0.56880843])"
10987,8409,"array([1.7887445 , 0.16712378])"
10988,8418,"array([2.04995405, 0.2151547 ])"
10989,8419,"array([ 1.99591243, -0.10243082])"
10990,8424,"array([1.74849234, 0.6199246 ])"
10991,12118,"array([2.01278056, 0.58615862])"
10992,8429,"array([1.7197288 , 0.41715349])"
10993,8431,"array([2.5418157 , 0.39618319])"
10994,8434,"array([1.85470478, 0.12612913])"
10995,8437,"array([1.88541815, 0.70213199])"
10996,8442,"array([2.45114742, 0.13036667])"
10997,10749,"array([1.76716902, 0.24580666])"
10998,8449,"array([2.41043549, 0.4545237 ])"
10999,11934,"array([2.68152722, 0.38502836])"
11000,8453,"array([1.90764394, 0.7069613 ])"
11001,8454,"array([1.43153389, 0.55673686])"
11002,10872,"array([1.63084268, 0.49700223])"
11003,8457,"array([1.69224132, 0.73328093])"
11004,8541,"array([1.59518268, 0.83402279])"
11005,8458,"array([2.07544137, 0.16963405])"
11006,8465,"array([1.71651727, 0.43649261])"
11007,8467,"array([2.45629163, 0.42309506])"
11008,8470,"array([1.67844703, 0.57846018])"
11009,8471,"array([2.02398407, 0.38849672])"
11010,8641,"array([1.59184904, 0.38297313])"
11011,8477,"array([2.19700749, 0.3412281 ])"
11012,11943,"array([2.44970324, 0.50624898])"
11013,9127,"array([2.40440645, 0.53013225])"
11014,9978,"array([2.37958584, 0.53025621])"
11015,9561,"array([2.40216425, 0.52004882])"
11016,12460,"array([1.75221271, 0.67150092])"
11017,8486,"array([2.1668564 , 0.10018871])"
11018,8488,"array([2.04905501, 0.09452153])"
11019,8493,"array([2.52150917, 0.59819127])"
11020,8497,"array([2.44013671, 0.40274362])"
11021,8791,"array([1.92123406, 0.0224524 ])"
11022,9571,"array([2.22265123, 0.35418316])"
11023,8898,"array([1.81676468, 0.25105931])"
11024,4216,"array([1.62237303, 0.28392634])"
11025,6000,"array([1.62377264, 0.26811221])"
11026,10307,"array([1.61624783, 0.25660835])"
11027,9918,"array([1.73201943, 0.34764353])"
11028,7325,"array([1.64003488, 0.24751755])"
11029,3515,"array([1.63978741, 0.2207359 ])"
11030,8006,"array([1.62393124, 0.21750229])"
11031,4826,"array([1.88385352, 0.33574701])"
11032,5188,"array([1.87652818, 0.41297702])"
11033,4064,"array([1.64370423, 0.23406907])"
11034,10620,"array([1.63644014, 0.20702643])"
11035,10575,"array([1.61469527, 0.22726225])"
11036,6703,"array([1.6294731 , 0.23200211])"
11037,10969,"array([1.80802926, 0.18657178])"
11038,2909,"array([1.61265182, 0.24146597])"
11039,12181,"array([1.89995296, 0.2490825 ])"
11040,11766,"array([1.62538585, 0.24457544])"
11041,4755,"array([1.62551318, 0.32845468])"
11042,2953,"array([1.95889205, 0.47845313])"
11043,6174,"array([1.9769928 , 0.47912243])"
11044,7167,"array([1.77249015, 0.20566084])"
11045,152,"array([1.80228186, 0.25376803])"
11046,6374,"array([1.81487539, 0.40001782])"
11047,5142,"array([1.61158342, 0.27451072])"
11048,12033,"array([1.91096415, 0.46921479])"
11049,8820,"array([2.03105158, 0.64804176])"
11050,2794,"array([2.05138624, 0.64508848])"
11051,10365,"array([1.86674147, 0.16362788])"
11052,7681,"array([1.98762585, 0.61758746])"
11053,10144,"array([2.00314365, 0.64171968])"
11054,1645,"array([2.10735187, 0.63599349])"
11055,6818,"array([2.05253314, 0.63530505])"
11056,1651,"array([1.9804424 , 0.62538572])"
11057,8150,"array([1.79201575, 0.32600191])"
11058,7461,"array([2.10121167, 0.62578148])"
11059,8530,"array([2.15310648, 0.55738684])"
11060,12554,"array([2.18704094, 0.82239909])"
11061,8538,"array([2.04104059, 0.7926984 ])"
11062,8547,"array([2.41776991, 0.45766698])"
11063,9407,"array([2.49493843, 0.43200473])"
11064,8560,"array([2.20889341, 0.5335106 ])"
11065,8567,"array([1.595421  , 0.57933169])"
11066,950,"array([ 1.96707103, -0.06233894])"
11067,11598,"array([2.04437579, 0.02012207])"
11068,5229,"array([ 2.09588219, -0.12450457])"
11069,9309,"array([ 2.04143027, -0.08676817])"
11070,9668,"array([1.99947504, 0.0386418 ])"
11071,2636,"array([1.78228711, 0.22451303])"
11072,8578,"array([2.39551143, 0.48571875])"
11073,8579,"array([ 2.11999182, -0.24067817])"
11074,10489,"array([ 2.03072389, -0.43162268])"
11075,8580,"array([ 2.30845696, -0.28499676])"
11076,5918,"array([2.15242288, 0.63135964])"
11077,6251,"array([1.85193654, 0.18105428])"
11078,8595,"array([2.25172481, 0.31641534])"
11079,8597,"array([2.34067935, 0.45919511])"
11080,12242,"array([2.01115216, 0.15771503])"
