,index,Triangle,Degree,network
1200,1200,34868,481,random_soc-hamsterster
1201,1201,34714,475,random_soc-hamsterster
1202,1202,36538,487,random_soc-hamsterster
1203,1203,36333,495,random_soc-hamsterster
1204,1204,35839,473,random_soc-hamsterster
1205,1205,33730,471,random_soc-hamsterster
1206,1206,31781,449,random_soc-hamsterster
1207,1207,34365,460,random_soc-hamsterster
1208,1208,36313,488,random_soc-hamsterster
1209,1209,32262,464,random_soc-hamsterster
1210,1210,38455,497,random_soc-hamsterster
1211,1211,33226,460,random_soc-hamsterster
1212,1212,36023,481,random_soc-hamsterster
1213,1213,34748,489,random_soc-hamsterster
1214,1214,35644,481,random_soc-hamsterster
1215,1215,36217,494,random_soc-hamsterster
1216,1216,33889,464,random_soc-hamsterster
1217,1217,33852,463,random_soc-hamsterster
1218,1218,30529,440,random_soc-hamsterster
1219,1219,32078,453,random_soc-hamsterster
1220,1220,33530,480,random_soc-hamsterster
1221,1221,34215,462,random_soc-hamsterster
1222,1222,35589,463,random_soc-hamsterster
1223,1223,34052,467,random_soc-hamsterster
1224,1224,32428,444,random_soc-hamsterster
1225,1225,32563,460,random_soc-hamsterster
1226,1226,30716,440,random_soc-hamsterster
1227,1227,33679,451,random_soc-hamsterster
1228,1228,32796,463,random_soc-hamsterster
1229,1229,33207,464,random_soc-hamsterster
1230,1230,35325,486,random_soc-hamsterster
1231,1231,35259,488,random_soc-hamsterster
1232,1232,33817,471,random_soc-hamsterster
1233,1233,32819,465,random_soc-hamsterster
1234,1234,30873,432,random_soc-hamsterster
1235,1235,33533,464,random_soc-hamsterster
1236,1236,33840,484,random_soc-hamsterster
1237,1237,33078,460,random_soc-hamsterster
1238,1238,35120,482,random_soc-hamsterster
1239,1239,32844,469,random_soc-hamsterster
1240,1240,33635,459,random_soc-hamsterster
1241,1241,33716,479,random_soc-hamsterster
1242,1242,32315,468,random_soc-hamsterster
1243,1243,34928,479,random_soc-hamsterster
1244,1244,33179,471,random_soc-hamsterster
1245,1245,31930,466,random_soc-hamsterster
1246,1246,32080,460,random_soc-hamsterster
1247,1247,34533,479,random_soc-hamsterster
1248,1248,34477,476,random_soc-hamsterster
1249,1249,33537,475,random_soc-hamsterster
1250,1250,33134,467,random_soc-hamsterster
1251,1251,32347,466,random_soc-hamsterster
1252,1252,34189,467,random_soc-hamsterster
1253,1253,32503,471,random_soc-hamsterster
1254,1254,33196,474,random_soc-hamsterster
1255,1255,32457,466,random_soc-hamsterster
1256,1256,30350,448,random_soc-hamsterster
1257,1257,32296,458,random_soc-hamsterster
1258,1258,32945,463,random_soc-hamsterster
1259,1259,31455,448,random_soc-hamsterster
1260,1260,32652,462,random_soc-hamsterster
1261,1261,31188,452,random_soc-hamsterster
1262,1262,31011,446,random_soc-hamsterster
1263,1263,30973,470,random_soc-hamsterster
1264,1264,33073,466,random_soc-hamsterster
1265,1265,31777,459,random_soc-hamsterster
1266,1266,32665,464,random_soc-hamsterster
1267,1267,31623,450,random_soc-hamsterster
1268,1268,31413,443,random_soc-hamsterster
1269,1269,31152,441,random_soc-hamsterster
1270,1270,30313,447,random_soc-hamsterster
1271,1271,31504,453,random_soc-hamsterster
1272,1272,33073,467,random_soc-hamsterster
1273,1273,29814,456,random_soc-hamsterster
1274,1274,30523,461,random_soc-hamsterster
1275,1275,31319,443,random_soc-hamsterster
1276,1276,31760,462,random_soc-hamsterster
1277,1277,31038,442,random_soc-hamsterster
1278,1278,30351,446,random_soc-hamsterster
1279,1279,31699,446,random_soc-hamsterster
1280,1280,32673,459,random_soc-hamsterster
1281,1281,34464,491,random_soc-hamsterster
1282,1282,30642,444,random_soc-hamsterster
1283,1283,33114,474,random_soc-hamsterster
1284,1284,32058,453,random_soc-hamsterster
1285,1285,31763,451,random_soc-hamsterster
1286,1286,29619,435,random_soc-hamsterster
1287,1287,33541,482,random_soc-hamsterster
1288,1288,32469,455,random_soc-hamsterster
1289,1289,32181,457,random_soc-hamsterster
1290,1290,31920,464,random_soc-hamsterster
1291,1291,30533,435,random_soc-hamsterster
1292,1292,31474,455,random_soc-hamsterster
1293,1293,30489,438,random_soc-hamsterster
1294,1294,33082,461,random_soc-hamsterster
1295,1295,31670,457,random_soc-hamsterster
1296,1296,32368,473,random_soc-hamsterster
1297,1297,30958,444,random_soc-hamsterster
1298,1298,33974,486,random_soc-hamsterster
1299,1299,31163,459,random_soc-hamsterster
1300,1300,32850,468,random_soc-hamsterster
1301,1301,30090,444,random_soc-hamsterster
1302,1302,31071,448,random_soc-hamsterster
1303,1303,31899,459,random_soc-hamsterster
1304,1304,32545,472,random_soc-hamsterster
1305,1305,31527,446,random_soc-hamsterster
1306,1306,31465,462,random_soc-hamsterster
1307,1307,29557,434,random_soc-hamsterster
1308,1308,34945,481,random_soc-hamsterster
1309,1309,30800,441,random_soc-hamsterster
1310,1310,32457,447,random_soc-hamsterster
1311,1311,30424,445,random_soc-hamsterster
1312,1312,31663,455,random_soc-hamsterster
1313,1313,31037,454,random_soc-hamsterster
1314,1314,32979,474,random_soc-hamsterster
1315,1315,34668,478,random_soc-hamsterster
1316,1316,32896,453,random_soc-hamsterster
1317,1317,31276,455,random_soc-hamsterster
1318,1318,30236,440,random_soc-hamsterster
1319,1319,29957,434,random_soc-hamsterster
1320,1320,32168,448,random_soc-hamsterster
1321,1321,31983,473,random_soc-hamsterster
1322,1322,31240,450,random_soc-hamsterster
1323,1323,29103,428,random_soc-hamsterster
1324,1324,28847,433,random_soc-hamsterster
1325,1325,32572,468,random_soc-hamsterster
1326,1326,29017,428,random_soc-hamsterster
1327,1327,29763,445,random_soc-hamsterster
1328,1328,32197,464,random_soc-hamsterster
1329,1329,30670,446,random_soc-hamsterster
1330,1330,28533,440,random_soc-hamsterster
1331,1331,27694,423,random_soc-hamsterster
1332,1332,28747,449,random_soc-hamsterster
1333,1333,31986,456,random_soc-hamsterster
1334,1334,28769,437,random_soc-hamsterster
1335,1335,31618,458,random_soc-hamsterster
1336,1336,29573,441,random_soc-hamsterster
1337,1337,29477,424,random_soc-hamsterster
1338,1338,30020,439,random_soc-hamsterster
1339,1339,28699,446,random_soc-hamsterster
1340,1340,29492,448,random_soc-hamsterster
1341,1341,30504,441,random_soc-hamsterster
1342,1342,29502,438,random_soc-hamsterster
1343,1343,30230,434,random_soc-hamsterster
1344,1344,29284,418,random_soc-hamsterster
1345,1345,30592,457,random_soc-hamsterster
1346,1346,29807,441,random_soc-hamsterster
1347,1347,28453,436,random_soc-hamsterster
1348,1348,29872,444,random_soc-hamsterster
1349,1349,30453,457,random_soc-hamsterster
1350,1350,29784,432,random_soc-hamsterster
1351,1351,28400,453,random_soc-hamsterster
1352,1352,29167,444,random_soc-hamsterster
1353,1353,28745,435,random_soc-hamsterster
1354,1354,30984,444,random_soc-hamsterster
1355,1355,28296,418,random_soc-hamsterster
1356,1356,28193,406,random_soc-hamsterster
1357,1357,28808,441,random_soc-hamsterster
1358,1358,30279,445,random_soc-hamsterster
1359,1359,29545,452,random_soc-hamsterster
1360,1360,29114,438,random_soc-hamsterster
1361,1361,29823,441,random_soc-hamsterster
1362,1362,29439,429,random_soc-hamsterster
1363,1363,29672,439,random_soc-hamsterster
1364,1364,29359,447,random_soc-hamsterster
1365,1365,30286,445,random_soc-hamsterster
1366,1366,29937,441,random_soc-hamsterster
1367,1367,30586,448,random_soc-hamsterster
1368,1368,29808,448,random_soc-hamsterster
1369,1369,27322,419,random_soc-hamsterster
1370,1370,27857,426,random_soc-hamsterster
1371,1371,29726,441,random_soc-hamsterster
1372,1372,26082,412,random_soc-hamsterster
1373,1373,28488,426,random_soc-hamsterster
1374,1374,30606,451,random_soc-hamsterster
1375,1375,28797,440,random_soc-hamsterster
1376,1376,29710,439,random_soc-hamsterster
1377,1377,30227,448,random_soc-hamsterster
1378,1378,29240,439,random_soc-hamsterster
1379,1379,27666,427,random_soc-hamsterster
1380,1380,28547,435,random_soc-hamsterster
1381,1381,29275,438,random_soc-hamsterster
1382,1382,28042,431,random_soc-hamsterster
1383,1383,28508,434,random_soc-hamsterster
1384,1384,31229,465,random_soc-hamsterster
1385,1385,28413,424,random_soc-hamsterster
1386,1386,29786,452,random_soc-hamsterster
1387,1387,29537,449,random_soc-hamsterster
1388,1388,29126,443,random_soc-hamsterster
1389,1389,27597,422,random_soc-hamsterster
1390,1390,28107,425,random_soc-hamsterster
1391,1391,27512,431,random_soc-hamsterster
1392,1392,27767,416,random_soc-hamsterster
1393,1393,29953,452,random_soc-hamsterster
1394,1394,28526,437,random_soc-hamsterster
1395,1395,25815,401,random_soc-hamsterster
1396,1396,30208,435,random_soc-hamsterster
1397,1397,29613,435,random_soc-hamsterster
1398,1398,26777,426,random_soc-hamsterster
1399,1399,28641,438,random_soc-hamsterster
1400,1400,28507,435,random_soc-hamsterster
1401,1401,28964,445,random_soc-hamsterster
1402,1402,29989,448,random_soc-hamsterster
1403,1403,27974,431,random_soc-hamsterster
1404,1404,29016,447,random_soc-hamsterster
1405,1405,26935,422,random_soc-hamsterster
1406,1406,29828,445,random_soc-hamsterster
1407,1407,26475,413,random_soc-hamsterster
1408,1408,27663,432,random_soc-hamsterster
1409,1409,26628,414,random_soc-hamsterster
1410,1410,27342,423,random_soc-hamsterster
1411,1411,28262,417,random_soc-hamsterster
1412,1412,27361,430,random_soc-hamsterster
1413,1413,28940,434,random_soc-hamsterster
1414,1414,27935,431,random_soc-hamsterster
1415,1415,27210,430,random_soc-hamsterster
1416,1416,28206,433,random_soc-hamsterster
1417,1417,29794,443,random_soc-hamsterster
1418,1418,28498,424,random_soc-hamsterster
1419,1419,27483,418,random_soc-hamsterster
1420,1420,28649,438,random_soc-hamsterster
1421,1421,27688,436,random_soc-hamsterster
1422,1422,27838,419,random_soc-hamsterster
1423,1423,26430,413,random_soc-hamsterster
1424,1424,28677,430,random_soc-hamsterster
1425,1425,25685,421,random_soc-hamsterster
1426,1426,27204,424,random_soc-hamsterster
1427,1427,28042,426,random_soc-hamsterster
1428,1428,27053,422,random_soc-hamsterster
1429,1429,27495,419,random_soc-hamsterster
1430,1430,26490,431,random_soc-hamsterster
1431,1431,27361,433,random_soc-hamsterster
1432,1432,30070,453,random_soc-hamsterster
1433,1433,27512,419,random_soc-hamsterster
1434,1434,29097,448,random_soc-hamsterster
1435,1435,26677,426,random_soc-hamsterster
1436,1436,29188,418,random_soc-hamsterster
1437,1437,27093,418,random_soc-hamsterster
1438,1438,27053,411,random_soc-hamsterster
1439,1439,27637,407,random_soc-hamsterster
1440,1440,27507,423,random_soc-hamsterster
1441,1441,27904,433,random_soc-hamsterster
1442,1442,26242,424,random_soc-hamsterster
1443,1443,26973,419,random_soc-hamsterster
1444,1444,27480,438,random_soc-hamsterster
1445,1445,26892,422,random_soc-hamsterster
1446,1446,28026,424,random_soc-hamsterster
1447,1447,27394,420,random_soc-hamsterster
1448,1448,26657,417,random_soc-hamsterster
1449,1449,25373,401,random_soc-hamsterster
1450,1450,25630,409,random_soc-hamsterster
1451,1451,25514,415,random_soc-hamsterster
1452,1452,27081,421,random_soc-hamsterster
1453,1453,26890,415,random_soc-hamsterster
1454,1454,25974,420,random_soc-hamsterster
1455,1455,27352,422,random_soc-hamsterster
1456,1456,25847,411,random_soc-hamsterster
1457,1457,25383,409,random_soc-hamsterster
1458,1458,29035,425,random_soc-hamsterster
1459,1459,26982,429,random_soc-hamsterster
1460,1460,28155,436,random_soc-hamsterster
1461,1461,26766,416,random_soc-hamsterster
1462,1462,25744,417,random_soc-hamsterster
1463,1463,25087,411,random_soc-hamsterster
1464,1464,28095,429,random_soc-hamsterster
1465,1465,27991,449,random_soc-hamsterster
1466,1466,27125,421,random_soc-hamsterster
1467,1467,27534,423,random_soc-hamsterster
1468,1468,25244,405,random_soc-hamsterster
1469,1469,26253,418,random_soc-hamsterster
1470,1470,27003,434,random_soc-hamsterster
1471,1471,26642,418,random_soc-hamsterster
1472,1472,24683,405,random_soc-hamsterster
1473,1473,26477,416,random_soc-hamsterster
1474,1474,26467,424,random_soc-hamsterster
1475,1475,28147,423,random_soc-hamsterster
1476,1476,26557,402,random_soc-hamsterster
1477,1477,27453,406,random_soc-hamsterster
1478,1478,25084,412,random_soc-hamsterster
1479,1479,24727,414,random_soc-hamsterster
1480,1480,27035,421,random_soc-hamsterster
1481,1481,26649,408,random_soc-hamsterster
1482,1482,27495,429,random_soc-hamsterster
1483,1483,25200,398,random_soc-hamsterster
1484,1484,25398,408,random_soc-hamsterster
1485,1485,27684,434,random_soc-hamsterster
1486,1486,27105,410,random_soc-hamsterster
1487,1487,26495,414,random_soc-hamsterster
1488,1488,25686,409,random_soc-hamsterster
1489,1489,25691,404,random_soc-hamsterster
1490,1490,27321,422,random_soc-hamsterster
1491,1491,26708,424,random_soc-hamsterster
1492,1492,25011,402,random_soc-hamsterster
1493,1493,25523,403,random_soc-hamsterster
1494,1494,25233,404,random_soc-hamsterster
1495,1495,28200,428,random_soc-hamsterster
1496,1496,26725,408,random_soc-hamsterster
1497,1497,27989,426,random_soc-hamsterster
1498,1498,24242,397,random_soc-hamsterster
1499,1499,25124,408,random_soc-hamsterster
1500,1500,25634,417,random_soc-hamsterster
1501,1501,26162,411,random_soc-hamsterster
1502,1502,26600,414,random_soc-hamsterster
1503,1503,25711,421,random_soc-hamsterster
1504,1504,26100,410,random_soc-hamsterster
1505,1505,24506,409,random_soc-hamsterster
1506,1506,26095,420,random_soc-hamsterster
1507,1507,24621,402,random_soc-hamsterster
1508,1508,25969,411,random_soc-hamsterster
1509,1509,26917,417,random_soc-hamsterster
1510,1510,25818,403,random_soc-hamsterster
1511,1511,27379,423,random_soc-hamsterster
1512,1512,24779,400,random_soc-hamsterster
1513,1513,25596,429,random_soc-hamsterster
1514,1514,25625,408,random_soc-hamsterster
1515,1515,23163,387,random_soc-hamsterster
1516,1516,26379,408,random_soc-hamsterster
1517,1517,27058,429,random_soc-hamsterster
1518,1518,25526,399,random_soc-hamsterster
1519,1519,25692,416,random_soc-hamsterster
1520,1520,26295,408,random_soc-hamsterster
1521,1521,25123,408,random_soc-hamsterster
1522,1522,26111,417,random_soc-hamsterster
1523,1523,23812,391,random_soc-hamsterster
1524,1524,25897,418,random_soc-hamsterster
1525,1525,25123,416,random_soc-hamsterster
1526,1526,28258,422,random_soc-hamsterster
1527,1527,26866,426,random_soc-hamsterster
1528,1528,26132,412,random_soc-hamsterster
1529,1529,25043,398,random_soc-hamsterster
1530,1530,26286,407,random_soc-hamsterster
1531,1531,24148,401,random_soc-hamsterster
1532,1532,26886,422,random_soc-hamsterster
1533,1533,23890,402,random_soc-hamsterster
1534,1534,25675,418,random_soc-hamsterster
1535,1535,24728,406,random_soc-hamsterster
1536,1536,24384,394,random_soc-hamsterster
1537,1537,24446,380,random_soc-hamsterster
1538,1538,23043,391,random_soc-hamsterster
1539,1539,24488,392,random_soc-hamsterster
1540,1540,25825,413,random_soc-hamsterster
1541,1541,24759,401,random_soc-hamsterster
1542,1542,25226,397,random_soc-hamsterster
1543,1543,24283,405,random_soc-hamsterster
1544,1544,25521,407,random_soc-hamsterster
1545,1545,26109,397,random_soc-hamsterster
1546,1546,24206,401,random_soc-hamsterster
1547,1547,26442,421,random_soc-hamsterster
1548,1548,25990,412,random_soc-hamsterster
1549,1549,24868,417,random_soc-hamsterster
1550,1550,24514,406,random_soc-hamsterster
1551,1551,26237,421,random_soc-hamsterster
1552,1552,23803,399,random_soc-hamsterster
1553,1553,25311,403,random_soc-hamsterster
1554,1554,24801,400,random_soc-hamsterster
1555,1555,25698,419,random_soc-hamsterster
1556,1556,27102,420,random_soc-hamsterster
1557,1557,21921,387,random_soc-hamsterster
1558,1558,24418,388,random_soc-hamsterster
1559,1559,26021,408,random_soc-hamsterster
1560,1560,22483,386,random_soc-hamsterster
1561,1561,23907,389,random_soc-hamsterster
1562,1562,22586,399,random_soc-hamsterster
1563,1563,24523,412,random_soc-hamsterster
1564,1564,24923,407,random_soc-hamsterster
1565,1565,23782,416,random_soc-hamsterster
1566,1566,24501,417,random_soc-hamsterster
1567,1567,22739,396,random_soc-hamsterster
1568,1568,26003,412,random_soc-hamsterster
1569,1569,24130,389,random_soc-hamsterster
1570,1570,24243,400,random_soc-hamsterster
1571,1571,25486,406,random_soc-hamsterster
1572,1572,25068,406,random_soc-hamsterster
1573,1573,23455,402,random_soc-hamsterster
1574,1574,24084,399,random_soc-hamsterster
1575,1575,24789,396,random_soc-hamsterster
1576,1576,27633,435,random_soc-hamsterster
1577,1577,24815,394,random_soc-hamsterster
1578,1578,23323,394,random_soc-hamsterster
1579,1579,24316,413,random_soc-hamsterster
1580,1580,25287,403,random_soc-hamsterster
1581,1581,23499,388,random_soc-hamsterster
1582,1582,24977,406,random_soc-hamsterster
1583,1583,24449,398,random_soc-hamsterster
1584,1584,24786,398,random_soc-hamsterster
1585,1585,23274,395,random_soc-hamsterster
1586,1586,24364,401,random_soc-hamsterster
1587,1587,25232,401,random_soc-hamsterster
1588,1588,24902,406,random_soc-hamsterster
1589,1589,25698,406,random_soc-hamsterster
1590,1590,22156,388,random_soc-hamsterster
1591,1591,23506,397,random_soc-hamsterster
1592,1592,22650,396,random_soc-hamsterster
1593,1593,23499,397,random_soc-hamsterster
1594,1594,23336,407,random_soc-hamsterster
1595,1595,24037,395,random_soc-hamsterster
1596,1596,23354,397,random_soc-hamsterster
1597,1597,22959,388,random_soc-hamsterster
1598,1598,24354,398,random_soc-hamsterster
1599,1599,25172,395,random_soc-hamsterster
1600,1600,24065,390,random_soc-hamsterster
1601,1601,22370,386,random_soc-hamsterster
1602,1602,25047,386,random_soc-hamsterster
1603,1603,23896,401,random_soc-hamsterster
1604,1604,22678,390,random_soc-hamsterster
1605,1605,22732,393,random_soc-hamsterster
1606,1606,23587,384,random_soc-hamsterster
1607,1607,22239,391,random_soc-hamsterster
1608,1608,25233,418,random_soc-hamsterster
1609,1609,23911,398,random_soc-hamsterster
1610,1610,23677,386,random_soc-hamsterster
1611,1611,25378,410,random_soc-hamsterster
1612,1612,24741,399,random_soc-hamsterster
1613,1613,22676,392,random_soc-hamsterster
1614,1614,23239,395,random_soc-hamsterster
1615,1615,23352,403,random_soc-hamsterster
1616,1616,24547,403,random_soc-hamsterster
1617,1617,24229,390,random_soc-hamsterster
1618,1618,23531,394,random_soc-hamsterster
1619,1619,22332,380,random_soc-hamsterster
1620,1620,24658,414,random_soc-hamsterster
1621,1621,25140,411,random_soc-hamsterster
1622,1622,24025,389,random_soc-hamsterster
1623,1623,22510,380,random_soc-hamsterster
1624,1624,22885,380,random_soc-hamsterster
1625,1625,24257,403,random_soc-hamsterster
1626,1626,24073,398,random_soc-hamsterster
1627,1627,22310,382,random_soc-hamsterster
1628,1628,24836,394,random_soc-hamsterster
1629,1629,23007,397,random_soc-hamsterster
1630,1630,22477,390,random_soc-hamsterster
1631,1631,22567,402,random_soc-hamsterster
1632,1632,23855,395,random_soc-hamsterster
1633,1633,22765,377,random_soc-hamsterster
1634,1634,25630,404,random_soc-hamsterster
1635,1635,24481,411,random_soc-hamsterster
1636,1636,22005,392,random_soc-hamsterster
1637,1637,22514,379,random_soc-hamsterster
1638,1638,21781,370,random_soc-hamsterster
1639,1639,24493,383,random_soc-hamsterster
1640,1640,24350,392,random_soc-hamsterster
1641,1641,22516,379,random_soc-hamsterster
1642,1642,22262,387,random_soc-hamsterster
1643,1643,24402,398,random_soc-hamsterster
1644,1644,24076,395,random_soc-hamsterster
1645,1645,24305,414,random_soc-hamsterster
1646,1646,22732,384,random_soc-hamsterster
1647,1647,22821,381,random_soc-hamsterster
1648,1648,24149,402,random_soc-hamsterster
1649,1649,21707,389,random_soc-hamsterster
1650,1650,23548,406,random_soc-hamsterster
1651,1651,22832,376,random_soc-hamsterster
1652,1652,23378,387,random_soc-hamsterster
1653,1653,22406,387,random_soc-hamsterster
1654,1654,22412,381,random_soc-hamsterster
1655,1655,23588,395,random_soc-hamsterster
1656,1656,21000,363,random_soc-hamsterster
1657,1657,23003,381,random_soc-hamsterster
1658,1658,23208,382,random_soc-hamsterster
1659,1659,22504,389,random_soc-hamsterster
1660,1660,22454,388,random_soc-hamsterster
1661,1661,23564,394,random_soc-hamsterster
1662,1662,22931,393,random_soc-hamsterster
1663,1663,21474,380,random_soc-hamsterster
1664,1664,24149,395,random_soc-hamsterster
1665,1665,23025,388,random_soc-hamsterster
1666,1666,21813,387,random_soc-hamsterster
1667,1667,21074,375,random_soc-hamsterster
1668,1668,22877,381,random_soc-hamsterster
1669,1669,23432,399,random_soc-hamsterster
1670,1670,21919,374,random_soc-hamsterster
1671,1671,22041,379,random_soc-hamsterster
1672,1672,23925,392,random_soc-hamsterster
1673,1673,22185,369,random_soc-hamsterster
1674,1674,23840,392,random_soc-hamsterster
1675,1675,22266,381,random_soc-hamsterster
1676,1676,20605,362,random_soc-hamsterster
1677,1677,23535,397,random_soc-hamsterster
1678,1678,22568,382,random_soc-hamsterster
1679,1679,22031,392,random_soc-hamsterster
1680,1680,22003,376,random_soc-hamsterster
1681,1681,22261,378,random_soc-hamsterster
1682,1682,22396,384,random_soc-hamsterster
1683,1683,22318,369,random_soc-hamsterster
1684,1684,21353,376,random_soc-hamsterster
1685,1685,22189,382,random_soc-hamsterster
1686,1686,23325,391,random_soc-hamsterster
1687,1687,22387,373,random_soc-hamsterster
1688,1688,21982,379,random_soc-hamsterster
1689,1689,21353,363,random_soc-hamsterster
1690,1690,22193,393,random_soc-hamsterster
1691,1691,20322,369,random_soc-hamsterster
1692,1692,21567,380,random_soc-hamsterster
1693,1693,21040,376,random_soc-hamsterster
1694,1694,22961,395,random_soc-hamsterster
1695,1695,21338,371,random_soc-hamsterster
1696,1696,23333,381,random_soc-hamsterster
1697,1697,23474,387,random_soc-hamsterster
1698,1698,23126,380,random_soc-hamsterster
1699,1699,22076,392,random_soc-hamsterster
1700,1700,21907,383,random_soc-hamsterster
1701,1701,22669,391,random_soc-hamsterster
1702,1702,22736,381,random_soc-hamsterster
1703,1703,20386,381,random_soc-hamsterster
1704,1704,23448,396,random_soc-hamsterster
1705,1705,20445,371,random_soc-hamsterster
1706,1706,21489,387,random_soc-hamsterster
1707,1707,21674,369,random_soc-hamsterster
1708,1708,21013,383,random_soc-hamsterster
1709,1709,22347,375,random_soc-hamsterster
1710,1710,20922,371,random_soc-hamsterster
1711,1711,22807,380,random_soc-hamsterster
1712,1712,21531,378,random_soc-hamsterster
1713,1713,22330,398,random_soc-hamsterster
1714,1714,20537,367,random_soc-hamsterster
1715,1715,20776,374,random_soc-hamsterster
1716,1716,21565,376,random_soc-hamsterster
1717,1717,20082,373,random_soc-hamsterster
1718,1718,21800,381,random_soc-hamsterster
1719,1719,21495,374,random_soc-hamsterster
1720,1720,20723,365,random_soc-hamsterster
1721,1721,22533,372,random_soc-hamsterster
1722,1722,21321,379,random_soc-hamsterster
1723,1723,22134,388,random_soc-hamsterster
1724,1724,21803,366,random_soc-hamsterster
1725,1725,21682,379,random_soc-hamsterster
1726,1726,21099,370,random_soc-hamsterster
1727,1727,22806,394,random_soc-hamsterster
1728,1728,21595,384,random_soc-hamsterster
1729,1729,20708,371,random_soc-hamsterster
1730,1730,20389,375,random_soc-hamsterster
1731,1731,21667,383,random_soc-hamsterster
1732,1732,20985,386,random_soc-hamsterster
1733,1733,20834,375,random_soc-hamsterster
1734,1734,20714,376,random_soc-hamsterster
1735,1735,22228,377,random_soc-hamsterster
1736,1736,22658,391,random_soc-hamsterster
1737,1737,20160,370,random_soc-hamsterster
1738,1738,21213,369,random_soc-hamsterster
1739,1739,21702,377,random_soc-hamsterster
1740,1740,22185,379,random_soc-hamsterster
1741,1741,22060,372,random_soc-hamsterster
1742,1742,22087,385,random_soc-hamsterster
1743,1743,22338,374,random_soc-hamsterster
1744,1744,20823,376,random_soc-hamsterster
1745,1745,20677,368,random_soc-hamsterster
1746,1746,22225,373,random_soc-hamsterster
1747,1747,21251,369,random_soc-hamsterster
1748,1748,21529,369,random_soc-hamsterster
1749,1749,22353,380,random_soc-hamsterster
1750,1750,19578,358,random_soc-hamsterster
1751,1751,21356,367,random_soc-hamsterster
1752,1752,22700,389,random_soc-hamsterster
1753,1753,20536,369,random_soc-hamsterster
1754,1754,22803,382,random_soc-hamsterster
1755,1755,21294,371,random_soc-hamsterster
1756,1756,20917,384,random_soc-hamsterster
1757,1757,21446,368,random_soc-hamsterster
1758,1758,20351,382,random_soc-hamsterster
1759,1759,20646,377,random_soc-hamsterster
1760,1760,21803,376,random_soc-hamsterster
1761,1761,22690,380,random_soc-hamsterster
1762,1762,20852,375,random_soc-hamsterster
1763,1763,20846,376,random_soc-hamsterster
1764,1764,20785,375,random_soc-hamsterster
1765,1765,21885,373,random_soc-hamsterster
1766,1766,22433,389,random_soc-hamsterster
1767,1767,22104,365,random_soc-hamsterster
1768,1768,20716,374,random_soc-hamsterster
1769,1769,23677,380,random_soc-hamsterster
1770,1770,21469,370,random_soc-hamsterster
1771,1771,21055,382,random_soc-hamsterster
1772,1772,18732,367,random_soc-hamsterster
1773,1773,20130,369,random_soc-hamsterster
1774,1774,20473,370,random_soc-hamsterster
1775,1775,20152,363,random_soc-hamsterster
1776,1776,21906,376,random_soc-hamsterster
1777,1777,19973,364,random_soc-hamsterster
1778,1778,20045,386,random_soc-hamsterster
1779,1779,21327,373,random_soc-hamsterster
1780,1780,21627,370,random_soc-hamsterster
1781,1781,19403,360,random_soc-hamsterster
1782,1782,21302,369,random_soc-hamsterster
1783,1783,22664,376,random_soc-hamsterster
1784,1784,21722,374,random_soc-hamsterster
1785,1785,19296,358,random_soc-hamsterster
1786,1786,21728,377,random_soc-hamsterster
1787,1787,20794,362,random_soc-hamsterster
1788,1788,19988,364,random_soc-hamsterster
1789,1789,19873,369,random_soc-hamsterster
1790,1790,19916,366,random_soc-hamsterster
1791,1791,20586,370,random_soc-hamsterster
1792,1792,20687,372,random_soc-hamsterster
1793,1793,19393,360,random_soc-hamsterster
1794,1794,20928,365,random_soc-hamsterster
1795,1795,20655,373,random_soc-hamsterster
1796,1796,19611,360,random_soc-hamsterster
1797,1797,21186,368,random_soc-hamsterster
1798,1798,20472,367,random_soc-hamsterster
1799,1799,21159,374,random_soc-hamsterster
1800,1800,19674,372,random_soc-hamsterster
1801,1801,20528,374,random_soc-hamsterster
1802,1802,19280,361,random_soc-hamsterster
1803,1803,19603,370,random_soc-hamsterster
1804,1804,19169,360,random_soc-hamsterster
1805,1805,20499,368,random_soc-hamsterster
1806,1806,21312,372,random_soc-hamsterster
1807,1807,19971,363,random_soc-hamsterster
1808,1808,20840,375,random_soc-hamsterster
1809,1809,21647,367,random_soc-hamsterster
1810,1810,20745,358,random_soc-hamsterster
1811,1811,19852,360,random_soc-hamsterster
1812,1812,20977,374,random_soc-hamsterster
1813,1813,19139,350,random_soc-hamsterster
1814,1814,20311,373,random_soc-hamsterster
1815,1815,20296,365,random_soc-hamsterster
1816,1816,21900,368,random_soc-hamsterster
1817,1817,20039,350,random_soc-hamsterster
1818,1818,19814,356,random_soc-hamsterster
1819,1819,21128,366,random_soc-hamsterster
1820,1820,20408,359,random_soc-hamsterster
1821,1821,19833,355,random_soc-hamsterster
1822,1822,19304,362,random_soc-hamsterster
1823,1823,19794,359,random_soc-hamsterster
1824,1824,20421,368,random_soc-hamsterster
1825,1825,20978,359,random_soc-hamsterster
1826,1826,19925,356,random_soc-hamsterster
1827,1827,21049,376,random_soc-hamsterster
1828,1828,21000,373,random_soc-hamsterster
1829,1829,22434,373,random_soc-hamsterster
1830,1830,20176,376,random_soc-hamsterster
1831,1831,20551,361,random_soc-hamsterster
1832,1832,19745,353,random_soc-hamsterster
1833,1833,19269,358,random_soc-hamsterster
1834,1834,19648,355,random_soc-hamsterster
